,Age,Fare,Sex,sibsp,Parch,Pclass,Embarked,X2urvived
0,0.0375,0.03659756266088288,0.0,1.0,1.0,2.0,2.0,1
1,0.2375,0.01537917417160685,1.0,0.0,0.0,3.0,1.0,1
2,0.4625,0.16231419173453318,0.0,1.0,1.0,1.0,0.0,0
3,0.3125,0.014151057562208049,0.0,0.0,0.0,3.0,2.0,0
4,0.2,0.014931805565640218,1.0,0.0,0.0,3.0,2.0,0
5,0.125,0.04713766070721715,1.0,0.0,2.0,3.0,2.0,0
6,0.35,0.015712553569072387,0.0,0.0,0.0,3.0,2.0,0
7,0.3375,0.029343047399992037,0.0,0.0,0.0,2.0,0.0,0
8,0.35,0.060507970265993034,0.0,0.0,0.0,1.0,2.0,0
9,0.225,0.015175789316712771,0.0,0.0,0.0,3.0,2.0,0
10,0.35,0.015411575213749284,0.0,0.0,0.0,3.0,2.0,0
11,0.35,0.025374310111545468,1.0,0.0,0.0,2.0,2.0,1
12,0.45,0.23422440102965045,1.0,1.0,2.0,1.0,2.0,1
13,0.775,0.020494635090094415,0.0,0.0,0.0,2.0,2.0,1
14,0.0125,0.04015972542654215,0.0,1.0,2.0,3.0,2.0,1
15,0.35,0.015126992566498259,0.0,0.0,0.0,3.0,1.0,0
16,0.45,0.014630827210317115,0.0,0.0,0.0,3.0,2.0,0
17,0.6875,0.2647385704347907,1.0,0.0,0.0,1.0,0.0,0
18,0.2,0.09154270340242172,1.0,5.0,2.0,3.0,2.0,0
19,0.010374999999999999,0.01824998458022693,0.0,0.0,1.0,3.0,2.0,0
20,0.05,0.03259622914329302,1.0,1.0,1.0,3.0,2.0,1
21,0.2625,0.04713766070721715,0.0,2.0,0.0,3.0,2.0,0
22,0.3875,0.11125659048908397,0.0,1.0,0.0,1.0,2.0,1
23,0.35,0.015834545444608664,1.0,0.0,0.0,3.0,2.0,0
24,0.25,0.014102260811993537,0.0,0.0,0.0,3.0,0.0,0
25,0.45,1.0,0.0,0.0,1.0,1.0,0.0,1
26,0.35,0.029757819776815374,0.0,1.0,1.0,3.0,0.0,1
27,0.35,0.10149724044618187,0.0,0.0,0.0,1.0,2.0,0
28,0.025,0.05445717323939373,1.0,3.0,2.0,3.0,2.0,0
29,0.5625,0.051822148727810165,0.0,0.0,0.0,1.0,2.0,0
30,0.375,0.11111839809247648,1.0,0.0,0.0,1.0,0.0,1
31,0.3125,0.014931805565640218,0.0,0.0,0.0,3.0,2.0,0
32,0.3,0.015175789316712771,0.0,0.0,0.0,3.0,2.0,0
33,0.2875,0.015330377421392339,0.0,0.0,0.0,3.0,2.0,0
34,0.35,0.013760683560491965,0.0,0.0,0.0,3.0,2.0,0
35,0.35,0.015126992566498259,1.0,0.0,0.0,3.0,1.0,0
36,0.3,0.07222738817151159,1.0,1.0,1.0,2.0,0.0,0
37,0.025,0.050748620223090936,1.0,1.0,1.0,2.0,2.0,1
38,0.25,0.016908073949327893,0.0,0.0,0.0,3.0,2.0,0
39,0.35,0.015712553569072387,0.0,0.0,0.0,3.0,2.0,0
40,0.4875,0.025374310111545468,0.0,0.0,0.0,2.0,2.0,0
41,0.35,0.014110458666029575,0.0,0.0,0.0,3.0,0.0,0
42,0.2125,0.013907073811135496,0.0,0.0,0.0,3.0,2.0,0
43,0.50625,0.029473237129564348,0.0,0.0,0.0,3.0,2.0,0
44,0.35,0.031425107138144774,0.0,1.0,0.0,3.0,2.0,0
45,0.2125,0.031425107138144774,1.0,0.0,1.0,3.0,2.0,0
46,0.25,0.015330377421392339,1.0,0.0,0.0,3.0,2.0,0
47,0.5875,0.028302115124416098,1.0,1.0,0.0,3.0,2.0,0
48,0.6875,0.03122992013728673,1.0,0.0,0.0,2.0,2.0,1
49,0.6625,0.0535706338814965,1.0,0.0,0.0,1.0,0.0,0
50,0.7375,0.10048070654571319,1.0,2.0,0.0,1.0,2.0,0
51,0.5125,0.013907073811135496,0.0,0.0,0.0,3.0,2.0,0
52,0.3125,0.015411575213749284,0.0,0.0,0.0,3.0,2.0,0
53,0.004125,0.028106928123558056,0.0,0.0,2.0,3.0,2.0,0
54,0.5,0.030253985132996517,0.0,1.0,1.0,3.0,1.0,0
55,0.2375,0.015330377421392339,1.0,1.0,0.0,3.0,2.0,1
56,0.4625,0.015468569817999833,0.0,2.0,0.0,3.0,2.0,0
57,0.7,0.051822148727810165,0.0,0.0,0.0,1.0,2.0,0
58,0.275,0.014110458666029575,0.0,0.0,0.0,3.0,0.0,0
59,0.1625,0.0380614651673182,1.0,0.0,1.0,2.0,2.0,1
60,0.35,0.014110458666029575,0.0,0.0,0.0,3.0,0.0,0
61,0.525,0.06343577527886367,0.0,1.0,1.0,2.0,2.0,0
62,0.125,0.05445717323939373,0.0,3.0,2.0,3.0,2.0,0
63,0.6,0.1497654242623688,0.0,1.0,0.0,1.0,0.0,1
64,0.3875,0.015126992566498259,0.0,0.0,0.0,3.0,1.0,0
65,0.35,0.028302115124416098,0.0,0.0,0.0,3.0,2.0,0
66,0.35,0.015126992566498259,0.0,1.0,0.0,3.0,1.0,0
67,0.35,0.09193307740413781,0.0,0.0,0.0,1.0,2.0,0
68,0.275,0.015411575213749284,0.0,0.0,0.0,3.0,2.0,0
69,0.35,0.13575255909676823,1.0,8.0,2.0,3.0,2.0,0
70,0.35,0.015126992566498259,0.0,0.0,0.0,3.0,1.0,0
71,0.6125,0.12687155055772734,0.0,1.0,2.0,2.0,2.0,0
72,0.4125,0.04015972542654215,1.0,1.0,2.0,3.0,2.0,0
73,0.375,0.031425107138144774,0.0,1.0,0.0,3.0,2.0,0
74,0.225,0.025374310111545468,1.0,0.0,2.0,2.0,2.0,1
75,0.325,0.050748620223090936,1.0,1.0,1.0,2.0,2.0,0
76,0.35,0.014110458666029575,0.0,0.0,0.0,3.0,0.0,0
77,0.2125,0.028220722145058292,1.0,0.0,0.0,3.0,0.0,0
78,0.35,0.5133418122566505,1.0,3.0,2.0,1.0,2.0,0
79,0.35,0.014151057562208049,0.0,0.0,0.0,3.0,2.0,0
80,0.3,0.015126992566498259,1.0,0.0,0.0,3.0,1.0,0
81,0.35,0.015126992566498259,1.0,0.0,0.0,3.0,1.0,0
82,0.375,0.016908073949327893,1.0,0.0,0.0,3.0,2.0,0
83,0.35,0.051822148727810165,0.0,0.0,0.0,1.0,2.0,1
84,0.5125,0.0380614651673182,1.0,0.0,1.0,2.0,2.0,1
85,0.325,0.015330377421392339,0.0,1.0,0.0,3.0,2.0,0
86,0.23125,0.014110458666029575,0.0,0.0,0.0,3.0,0.0,0
87,0.40625,0.025374310111545468,1.0,0.0,0.0,2.0,2.0,1
88,0.35,0.028302115124416098,1.0,0.0,0.0,3.0,2.0,0
89,0.3125,0.018542765081513996,0.0,0.0,0.0,3.0,2.0,0
90,0.35,0.015126992566498259,1.0,0.0,0.0,3.0,1.0,0
91,0.025,0.056848213999904744,0.0,4.0,1.0,3.0,1.0,0
92,0.6125,0.050610427826483444,1.0,0.0,0.0,1.0,2.0,1
93,0.3,0.03259622914329302,1.0,0.0,2.0,3.0,2.0,1
94,0.225,0.1434624456306609,0.0,0.0,0.0,2.0,2.0,0
95,0.35,0.015126992566498259,1.0,0.0,0.0,3.0,1.0,0
96,0.35,0.017005667449756914,0.0,0.0,0.0,3.0,0.0,0
97,0.3875,0.016948672845506364,1.0,0.0,0.0,3.0,2.0,1
98,0.1875,0.014110458666029575,0.0,1.0,1.0,3.0,0.0,0
99,0.4875,0.0,0.0,0.0,0.0,1.0,2.0,0
100,0.35,0.13575255909676823,0.0,1.0,9.0,3.0,2.0,0
101,0.8,0.051822148727810165,1.0,1.0,1.0,1.0,2.0,0
102,0.35,0.015183987170748809,1.0,0.0,0.0,3.0,1.0,0
103,0.425,0.04489301019734967,1.0,0.0,1.0,2.0,2.0,1
104,0.4,0.015468569817999833,0.0,0.0,0.0,3.0,2.0,0
105,0.375,0.024861944234293106,0.0,0.0,0.0,2.0,0.0,0
106,0.35,0.028212719478023115,1.0,1.0,0.0,3.0,0.0,0
107,0.525,0.01640390592611157,0.0,0.0,1.0,3.0,2.0,0
108,0.4875,0.015468569817999833,0.0,0.0,0.0,3.0,2.0,1
109,0.05,0.04298993693898376,1.0,0.0,2.0,3.0,2.0,1
110,0.0625,0.061264319894317944,0.0,4.0,2.0,3.0,2.0,0
111,0.2625,0.016908073949327893,0.0,0.0,0.0,3.0,2.0,0
112,0.2375,0.015411575213749284,0.0,0.0,0.0,3.0,2.0,0
113,0.875,0.13858277060920984,0.0,1.0,1.0,1.0,2.0,0
114,0.375,0.04713766070721715,1.0,1.0,1.0,3.0,2.0,0
115,0.35,0.014110458666029575,0.0,0.0,0.0,3.0,0.0,0
116,0.35,0.04970768794751499,0.0,3.0,1.0,3.0,2.0,0
117,0.375,0.20772776566317125,1.0,0.0,0.0,1.0,0.0,1
118,0.35,0.015200187691820024,1.0,0.0,0.0,3.0,1.0,1
119,0.725,0.2995388511917728,1.0,0.0,1.0,1.0,2.0,1
120,0.010374999999999999,0.056604230248832196,0.0,0.0,2.0,2.0,2.0,1
121,0.3375,0.015468569817999833,1.0,1.0,0.0,3.0,2.0,0
122,0.2875,0.016908073949327893,1.0,0.0,0.0,3.0,2.0,0
123,0.275,0.023983602730431916,1.0,1.0,1.0,3.0,2.0,0
124,0.35,0.013565496559633922,0.0,0.0,0.0,3.0,1.0,0
125,0.2625,0.11980421963065935,0.0,0.0,1.0,1.0,0.0,0
126,0.4,0.015468569817999833,0.0,0.0,0.0,3.0,2.0,1
127,0.5,0.025374310111545468,0.0,0.0,0.0,2.0,2.0,0
128,0.35,0.014110458666029575,0.0,0.0,0.0,3.0,0.0,0
129,0.3,0.015712553569072387,0.0,0.0,0.0,3.0,2.0,0
130,0.375,0.060507970265993034,1.0,0.0,0.0,1.0,0.0,1
131,0.35,0.018542765081513996,0.0,0.0,0.0,3.0,2.0,0
132,0.35,0.015126992566498259,0.0,0.0,0.0,3.0,1.0,0
133,0.025,0.023983602730431916,1.0,0.0,1.0,3.0,2.0,1
134,0.35,0.04364049521284361,0.0,1.0,1.0,3.0,0.0,0
135,0.35,0.015712553569072387,0.0,0.0,0.0,3.0,2.0,0
136,0.3,0.4831284260198326,0.0,0.0,1.0,1.0,0.0,0
137,0.7875,0.018713553707264782,1.0,0.0,0.0,3.0,2.0,1
138,0.35,0.05410739813385612,0.0,0.0,0.0,1.0,0.0,0
139,0.65,0.1554664461834305,0.0,1.0,1.0,1.0,2.0,0
140,0.725,0.22109807522194713,0.0,0.0,2.0,1.0,0.0,0
141,0.4125,0.050748620223090936,1.0,0.0,2.0,2.0,2.0,1
142,0.325,0.015468569817999833,1.0,0.0,0.0,3.0,2.0,1
143,0.6375,0.015126992566498259,0.0,0.0,0.0,3.0,2.0,0
144,0.35,0.014110458666029575,0.0,0.0,0.0,3.0,0.0,0
145,0.5625,0.06929138530460492,0.0,0.0,0.0,1.0,2.0,0
146,0.475,0.025374310111545468,1.0,0.0,0.0,2.0,2.0,0
147,0.35,0.020494635090094415,0.0,0.0,0.0,2.0,2.0,0
148,0.0125,0.0761229303346364,0.0,2.0,1.0,2.0,2.0,1
149,0.35,0.028220722145058292,0.0,0.0,0.0,3.0,0.0,0
150,0.4875,0.050748620223090936,0.0,0.0,0.0,2.0,2.0,0
151,0.35,0.015411575213749284,0.0,0.0,0.0,3.0,2.0,0
152,0.4875,0.2125586439344078,1.0,0.0,0.0,1.0,0.0,0
153,0.35,0.015126992566498259,0.0,0.0,0.0,3.0,1.0,0
154,0.35,0.015712553569072387,0.0,0.0,0.0,3.0,2.0,0
155,0.35,0.028302115124416098,0.0,1.0,1.0,3.0,2.0,0
156,0.3875,0.015330377421392339,1.0,0.0,0.0,3.0,2.0,0
157,0.4375,0.020494635090094415,0.0,0.0,0.0,2.0,2.0,0
158,0.4375,0.03952536767375352,1.0,1.0,1.0,3.0,2.0,1
159,0.35,0.028212719478023115,1.0,1.0,0.0,3.0,0.0,0
160,0.1625,0.5121218935012878,0.0,2.0,2.0,1.0,0.0,0
161,0.1375,0.23422440102965045,0.0,1.0,2.0,1.0,2.0,1
162,0.18125,0.028212719478023115,1.0,1.0,0.0,3.0,0.0,0
163,0.1875,0.0761229303346364,1.0,0.0,2.0,2.0,2.0,0
164,0.2875,0.013760683560491965,0.0,0.0,0.0,3.0,2.0,0
165,0.35,0.014102260811993537,0.0,0.0,0.0,3.0,0.0,0
166,0.2625,0.015216388212891242,0.0,0.0,0.0,3.0,2.0,0
167,0.2,0.050748620223090936,0.0,0.0,0.0,2.0,2.0,0
168,0.425,0.051822148727810165,0.0,0.0,0.0,1.0,2.0,1
169,0.3875,0.04098927018018883,1.0,0.0,0.0,2.0,2.0,0
170,0.325,0.026887009368195294,1.0,0.0,2.0,3.0,2.0,0
171,0.4375,0.015712553569072387,0.0,0.0,0.0,3.0,2.0,0
172,0.5625,0.12366716556464086,1.0,0.0,1.0,1.0,0.0,0
173,0.35,0.015126992566498259,1.0,0.0,0.0,3.0,1.0,1
174,0.5,0.09154270340242172,0.0,1.0,6.0,3.0,2.0,0
175,0.5375,0.05410739813385612,0.0,1.0,0.0,1.0,0.0,0
176,0.225,0.1434624456306609,0.0,0.0,0.0,2.0,2.0,0
177,0.35,0.13575255909676823,0.0,8.0,2.0,3.0,2.0,0
178,0.8125,0.015126992566498259,0.0,0.0,0.0,3.0,1.0,0
179,0.3625,0.020494635090094415,1.0,0.0,0.0,2.0,2.0,1
180,0.1125,0.09154270340242172,0.0,5.0,2.0,3.0,2.0,0
181,0.3375,0.015411575213749284,0.0,0.0,0.0,3.0,2.0,0
182,0.35,0.050748620223090936,0.0,0.0,0.0,2.0,2.0,0
183,0.4625,0.057970539254838485,0.0,0.0,1.0,1.0,0.0,0
184,0.275,0.04098927018018883,1.0,0.0,0.0,2.0,2.0,0
185,0.3125,0.05855610025741261,1.0,1.0,1.0,2.0,2.0,1
186,0.35,0.10735285047192313,1.0,0.0,1.0,1.0,2.0,1
187,0.3875,0.015468569817999833,0.0,0.0,0.0,3.0,2.0,1
188,0.2625,0.015265184963105752,0.0,0.0,0.0,3.0,1.0,0
189,0.65,0.1527664244005612,1.0,1.0,0.0,1.0,0.0,1
190,0.125,0.056848213999904744,0.0,4.0,1.0,3.0,1.0,0
191,0.35,0.04396587194327397,0.0,0.0,0.0,3.0,2.0,0
192,0.5625,0.027537567642055148,1.0,1.0,0.0,3.0,2.0,0
193,0.275,0.027130993119267845,1.0,1.0,0.0,3.0,2.0,0
194,0.275,0.1209753416358076,1.0,0.0,1.0,1.0,0.0,0
195,0.45,0.015411575213749284,0.0,0.0,0.0,3.0,2.0,0
196,0.5,0.018493968331299484,1.0,1.0,0.0,3.0,2.0,0
197,0.3125,0.015216388212891242,0.0,0.0,0.0,3.0,2.0,0
198,0.3375,0.024349578357040744,1.0,0.0,1.0,3.0,2.0,1
199,0.625,0.025374310111545468,0.0,0.0,0.0,2.0,2.0,0
200,0.35,0.030253985132996517,0.0,0.0,0.0,3.0,1.0,0
201,0.675,0.027326180120125887,0.0,0.0,0.0,2.0,2.0,0
202,0.3875,0.22109807522194713,1.0,1.0,0.0,1.0,0.0,1
203,0.225,0.025374310111545468,1.0,1.0,1.0,2.0,2.0,0
204,0.6375,0.07690367833806856,1.0,0.0,1.0,1.0,2.0,0
205,0.35,0.11027245763075773,0.0,0.0,0.0,3.0,2.0,1
206,0.4375,0.013760683560491965,0.0,0.0,0.0,3.0,2.0,0
207,0.35,0.03040857323767609,0.0,0.0,0.0,2.0,0.0,0
208,0.0375,0.061264319894317944,0.0,4.0,2.0,3.0,2.0,1
209,0.35,0.014102260811993537,1.0,0.0,0.0,3.0,0.0,1
210,0.35,0.15458810467956932,1.0,0.0,0.0,1.0,0.0,1
211,0.5,0.05410739813385612,0.0,0.0,0.0,1.0,0.0,0
212,0.3375,0.016908073949327893,0.0,0.0,0.0,3.0,2.0,0
213,0.225,0.014630827210317115,1.0,0.0,0.0,3.0,2.0,1
214,0.3625,0.015175789316712771,0.0,0.0,0.0,3.0,2.0,0
215,0.475,0.013760683560491965,0.0,0.0,0.0,3.0,2.0,0
216,0.1375,0.06104473451835265,1.0,4.0,2.0,3.0,2.0,0
217,0.3875,0.025374310111545468,0.0,0.0,0.0,2.0,2.0,1
218,0.5125,0.039452172548431745,1.0,0.0,2.0,3.0,2.0,0
219,0.3625,0.018510168852370702,0.0,0.0,0.0,3.0,2.0,0
220,0.6,0.12687155055772734,1.0,1.0,2.0,2.0,2.0,1
221,0.35,0.015411575213749284,0.0,0.0,0.0,3.0,2.0,0
222,0.3125,0.014102260811993537,0.0,0.0,0.0,3.0,0.0,0
223,0.075,0.029757819776815374,0.0,1.0,1.0,3.0,0.0,0
224,0.4,0.015330377421392339,0.0,0.0,0.0,3.0,2.0,1
225,0.45,0.020494635090094415,0.0,0.0,0.0,2.0,2.0,0
226,0.35,0.030253985132996517,0.0,1.0,0.0,3.0,1.0,0
227,0.35,0.07729405233978466,0.0,0.0,0.0,1.0,2.0,0
228,0.2625,0.15085515328815924,0.0,0.0,1.0,1.0,2.0,0
229,0.35,0.015395374692678068,0.0,0.0,0.0,3.0,2.0,0
230,0.2375,0.015411575213749284,0.0,0.0,0.0,3.0,2.0,0
231,0.008375,0.028302115124416098,0.0,1.0,1.0,2.0,2.0,1
232,0.325,0.020494635090094415,0.0,0.0,0.0,2.0,2.0,0
233,0.3,0.061483905270283246,0.0,2.0,0.0,2.0,2.0,0
234,0.3,0.050748620223090936,1.0,1.0,0.0,2.0,2.0,1
235,0.35,0.015126992566498259,1.0,0.0,2.0,3.0,1.0,0
236,0.7,0.06929138530460492,0.0,0.0,0.0,1.0,0.0,1
237,0.3375,0.050748620223090936,0.0,1.0,0.0,2.0,2.0,0
238,0.35,0.015175789316712771,0.0,0.0,0.0,3.0,2.0,0
239,0.8125,0.1209753416358076,0.0,0.0,1.0,1.0,0.0,0
240,0.375,0.025374310111545468,1.0,0.0,0.0,2.0,2.0,1
241,0.7125,0.024105594605968193,0.0,0.0,0.0,2.0,1.0,0
242,0.3,0.16057390443488287,0.0,1.0,0.0,1.0,2.0,0
243,0.375,0.015712553569072387,0.0,0.0,0.0,3.0,2.0,0
244,0.675,0.04489301019734967,1.0,1.0,3.0,2.0,2.0,1
245,0.4125,0.05416439273810667,1.0,1.0,2.0,2.0,2.0,1
246,0.35,0.04231498029001666,0.0,2.0,0.0,3.0,0.0,0
247,0.8375,0.4328841690069588,0.0,1.0,0.0,1.0,2.0,0
248,0.675,0.1527664244005612,1.0,1.0,0.0,1.0,0.0,1
249,0.35,0.015126992566498259,1.0,0.0,0.0,3.0,1.0,1
250,0.2875,0.015411575213749284,0.0,0.0,0.0,3.0,2.0,0
251,0.15,0.0761229303346364,1.0,2.0,1.0,2.0,2.0,0
252,0.3625,0.027049600139910042,0.0,0.0,0.0,2.0,0.0,0
253,0.75,0.14891148113361488,1.0,0.0,0.0,1.0,0.0,0
254,0.35,0.014110458666029575,1.0,0.0,0.0,3.0,0.0,1
255,0.35,0.4328841690069588,0.0,0.0,0.0,1.0,2.0,0
256,0.35,0.015411575213749284,0.0,0.0,0.0,3.0,2.0,0
257,0.4875,0.056848213999904744,1.0,0.0,5.0,3.0,1.0,0
258,0.325,0.036670757786204655,0.0,0.0,0.0,3.0,0.0,1
259,0.275,0.017566830077223785,0.0,0.0,0.0,3.0,2.0,0
260,0.2375,0.025374310111545468,0.0,0.0,0.0,2.0,2.0,0
261,0.8875,0.09662576327876685,0.0,0.0,0.0,1.0,0.0,0
262,0.425,0.025374310111545468,1.0,0.0,0.0,2.0,2.0,1
263,0.3375,0.015216388212891242,0.0,0.0,0.0,3.0,2.0,1
264,0.5,0.2625265161540666,1.0,1.0,1.0,1.0,0.0,1
265,0.35,0.015281580671177828,1.0,0.0,0.0,3.0,1.0,1
266,0.625,0.020494635090094415,1.0,0.0,0.0,2.0,2.0,1
267,0.2375,0.07173122281533045,0.0,1.0,1.0,2.0,2.0,0
268,0.3,0.025374310111545468,0.0,0.0,0.0,2.0,2.0,0
269,0.35,0.08275928836380983,0.0,0.0,0.0,1.0,2.0,0
270,0.35,0.015712553569072387,0.0,0.0,0.0,3.0,2.0,0
271,0.35,0.0,0.0,0.0,0.0,1.0,2.0,0
272,0.65,0.025374310111545468,0.0,0.0,0.0,2.0,2.0,0
273,0.2125,0.020494635090094415,1.0,0.0,0.0,2.0,2.0,1
274,0.6375,0.11980421963065935,0.0,0.0,1.0,1.0,0.0,0
275,0.425,0.025374310111545468,0.0,0.0,0.0,2.0,2.0,0
276,0.3,0.015330377421392339,0.0,0.0,0.0,3.0,2.0,0
277,0.35,0.015102594191391002,1.0,0.0,0.0,3.0,1.0,1
278,0.35,0.04364049521284361,1.0,1.0,1.0,3.0,0.0,1
279,0.4875,0.1554664461834305,1.0,1.0,1.0,1.0,2.0,1
280,0.25,0.016908073949327893,1.0,0.0,0.0,3.0,2.0,0
281,0.275,0.12999454257145598,1.0,1.0,0.0,1.0,2.0,1
282,0.35,0.029757819776815374,0.0,1.0,1.0,3.0,0.0,1
283,0.55,0.015468569817999833,0.0,0.0,0.0,3.0,2.0,1
284,0.2875,0.025374310111545468,0.0,0.0,0.0,2.0,2.0,0
285,0.35,0.015126992566498259,0.0,0.0,0.0,3.0,1.0,0
286,0.05,0.06104473451835265,0.0,4.0,2.0,3.0,2.0,0
287,0.5,0.0761229303346364,1.0,1.0,1.0,2.0,2.0,1
288,0.375,0.08881008539040913,0.0,0.0,0.0,1.0,2.0,0
289,0.2625,0.022446505098674834,0.0,0.0,0.0,2.0,2.0,0
290,0.3125,0.034743286152731485,0.0,1.0,0.0,3.0,2.0,0
291,0.8875,0.06764049365134761,0.0,0.0,0.0,1.0,0.0,0
292,0.2625,0.015712553569072387,0.0,0.0,0.0,3.0,2.0,0
293,0.4375,0.17566830077223786,1.0,1.0,0.0,1.0,2.0,1
294,0.225,0.022446505098674834,0.0,0.0,0.0,2.0,2.0,0
295,0.2375,0.028302115124416098,0.0,0.0,0.0,3.0,2.0,0
296,0.35,0.13575255909676823,0.0,8.0,2.0,3.0,2.0,0
297,0.275,0.014102260811993537,0.0,0.0,0.0,3.0,0.0,1
298,0.7875,0.4328841690069588,1.0,1.0,0.0,1.0,2.0,0
299,0.475,0.015175789316712771,1.0,4.0,2.0,3.0,2.0,0
300,0.35,0.014736618564782174,0.0,0.0,0.0,3.0,2.0,0
301,0.1,0.05123658772523604,1.0,0.0,2.0,2.0,2.0,1
302,0.35,0.015411575213749284,0.0,0.0,0.0,3.0,2.0,0
303,0.35,0.015126992566498259,0.0,0.0,0.0,3.0,1.0,0
304,0.55,0.015712553569072387,0.0,0.0,0.0,3.0,2.0,0
305,0.2875,0.015330377421392339,1.0,0.0,0.0,3.0,2.0,0
306,0.38125,0.015712553569072387,0.0,0.0,0.0,3.0,2.0,0
307,0.375,0.013565496559633922,1.0,0.0,0.0,3.0,1.0,0
308,0.05,0.05445717323939373,0.0,3.0,2.0,3.0,2.0,0
309,0.55,0.05410739813385612,1.0,0.0,0.0,1.0,0.0,1
310,0.55,0.050748620223090936,0.0,1.0,0.0,2.0,2.0,0
